ID,ENSEMBL_GENE_ID,GeneName,dise.brain,bio.inter,bio.brain,expre.brain,pathway.brain,tfbs,ASDDenovo,SCZDenovo,scz.drug,scz.literature,scz.animal,depre.drug,depre.literature,bpd.drug,bpd.literature,adhd.drug,adhd.literature,adhd.animal,asd.drug,asd.literature,asd.animal
1,ENSG00000121410,A1BG,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ENSG00000175899,A2M,1,2,1,0,1,1,1,0,0,0.004,0,0,0.0749744493705349,0,0,0,0.02,0,0,0,0
9,ENSG00000171428,NAT1,2,1,1,1,1,1,1,0,0,0.0288,0,0,0,0,0,0,0,0,0,0,0
10,ENSG00000156006,NAT2,2,1,1,1,1,1,1,0,0,0.0592,0,0,0.0144,0,0.0144,0,0,0,0,0.0144,0
13,ENSG00000114771,AADAC,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,ENSG00000127837,AAMP,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ENSG00000129673,AANAT,2,1,2,1,1,1,1,0,0,0,0,0,0.0442241111111111,0,0.0156,0,0.0144,0,0,0,0
16,ENSG00000090861,AARS,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0
18,ENSG00000183044,ABAT,2,1,2,1,2,1,1,0,0,0.0341,0,0,0.040298433106576,0,0,0,0.012,0,0,0.0458444444444444,0
19,ENSG00000165029,ABCA1,2,1,1,1,1,1,1,0,0,0.0456,0,0,0.0144,0,0,0,0,0,0,0,0
20,ENSG00000107331,ABCA2,1,1,1,1,1,1,1,0,0,0.0148,0,0,0,0,0,0,0,0.2,0,0,0
21,ENSG00000167972,ABCA3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,ENSG00000131269,ABCB7,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,ENSG00000204574,ABCF1,1,1,1,1,0,1,1,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0
24,ENSG00000198691,ABCA4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
25,ENSG00000097007,ABL1,2,2,2,1,2,1,1,1,0,0,0,0,0.0568888888888889,0,0,0,0,0,0,0,0
26,ENSG00000002726,AOC1,1,1,2,0,1,1,1,0,0,0.014,0,0,0.018,0,0,0,0,0,0,0,0
27,ENSG00000143322,ABL2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,ENSG00000175164,ABO,2,1,1,0,1,1,1,0,0,0.0584206647101311,0,0,0.0396692108843538,0,0.0460121111111111,0,0.06,0,0,0.0448,0
29,ENSG00000159842,ABR,1,1,2,1,0,1,1,0,0,0,0,0,0.0323,0,0,0,0.0348,0,0,0.021425,0
30,ENSG00000060971,ACAA1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ENSG00000278540,ACACA,1,1,1,1,1,1,1,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0
32,ENSG00000076555,ACACB,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,ENSG00000115361,ACADL,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0
34,ENSG00000117054,ACADM,1,1,1,1,1,1,1,0,0,0,0,0,0.014,0,0,0,0,0,0,0.0128,0
35,ENSG00000122971,ACADS,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ENSG00000196177,ACADSB,1,1,1,0,1,1,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0.0224,0
37,ENSG00000072778,ACADVL,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,ENSG00000075239,ACAT1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ENSG00000120437,ACAT2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ENSG00000108684,ASIC2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0.0324,0,0,0,0,0.0144,0
41,ENSG00000110881,ASIC1,1,1,2,1,1,1,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
43,ENSG00000087085,ACHE,1,1,2,1,2,1,1,0,1,0.0641105688713158,0,1,0.0550344505941595,1,0.046476,1,0.0193333333333333,0,0.75,0.0221648888888889,0.233075
47,ENSG00000131473,ACLY,2,1,1,1,1,1,1,0,0,0,0,0,0.0217484444444444,0,0,0,0.03,0,0,0,0
48,ENSG00000122729,ACO1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ENSG00000100312,ACR,0,1,1,0,0,1,0,0,0,0,0,0,0.0703937625416277,0,0,0,0,0,0,0,0
50,ENSG00000100412,ACO2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ENSG00000161533,ACOX1,1,1,1,0,1,1,1,0,0,0,0,0,0.0255,0,0,0,0,0,0,0,0
52,ENSG00000143727,ACP1,2,1,1,1,0,1,1,0,0,0.0422,0,0,0.0152,0,0.026,0,0,0,0,0,0
53,ENSG00000134575,ACP2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ENSG00000102575,ACP5,1,1,1,1,1,1,0,0,0,0,0,0,0.0202333333333333,0,0,0,0,0,0,0,0
55,ENSG00000014257,ACPP,1,1,1,0,0,1,1,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
56,ENSG00000134940,ACRV1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ENSG00000143632,ACTA1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ENSG00000107796,ACTA2,1,1,1,0,1,1,1,1,0,0.012,0,0,0.0144,0,0,0,0,0,0,0,0
60,ENSG00000075624,ACTB,1,2,2,1,1,1,1,0,0,0.030488925170068,0,0,0.0148,0,0.0289,0,0,0,0,0,0
70,ENSG00000159251,ACTC1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,ENSG00000184009,ACTG1,1,1,1,1,1,1,1,0,0,0,0,0,0.0243555555555556,0,0,0,0,0,0,0,0
72,ENSG00000163017,ACTG2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,ENSG00000130402,ACTN4,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,ENSG00000136518,ACTL6A,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,ENSG00000072110,ACTN1,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,ENSG00000077522,ACTN2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,ENSG00000248746,ACTN3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,ENSG00000115170,ACVR1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,ENSG00000135503,ACVR1B,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,ENSG00000121989,ACVR2A,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,ENSG00000114739,ACVR2B,1,1,1,1,1,1,1,0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0
94,ENSG00000139567,ACVRL1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,ENSG00000243989,ACY1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,ENSG00000119640,ACYP1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,ENSG00000170634,ACYP2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ENSG00000196839,ADA,2,2,2,1,1,1,1,0,0,0.038,0,0,0.0488319238049758,0,0,0,0.0184,0,0,0.053869183106576,0
101,ENSG00000151651,ADAM8,1,1,2,0,0,1,0,0,0,0,0,0,0.0733,0,0,0,0,0,0,0,0
102,ENSG00000137845,ADAM10,1,1,1,0,1,1,1,0,0,0.0176,0,0,0.0383272222222222,0,0.0148,0,0,0,0,0,0
103,ENSG00000160710,ADAR,1,1,1,1,1,1,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0,0
104,ENSG00000197381,ADARB1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.0447,0,0,0,0,0.0068,0
105,ENSG00000185736,ADARB2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,ENSG00000164742,ADCY1,2,0,2,1,2,1,1,0,0,0.004,0,0,0.0144,0,0,0,0,0.2,0,0.0516,0
108,ENSG00000078295,ADCY2,1,1,1,1,2,1,1,0,0,0.0148,0,0,0,0,0.0148,0,0,0,0,0,0
109,ENSG00000138031,ADCY3,2,1,1,1,2,1,1,0,0,0,0,0,0.0388222222222222,0,0.0068,0,0,0.2,0,0.0268,0
111,ENSG00000173175,ADCY5,1,2,2,0,2,1,1,0,0,0.0092,0,0,0.0342444444444444,0,0.0188,0,0.034,0,0,0.012,0
112,ENSG00000174233,ADCY6,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,ENSG00000121281,ADCY7,2,1,1,0,2,1,1,1,0,0,0,0,0.0334,0,0,0,0,0,0,0,0
114,ENSG00000155897,ADCY8,1,1,1,1,2,1,1,0,0,0,0.1907,0,0.0243183333333333,0,0,0,0,0,0,0,0
115,ENSG00000162104,ADCY9,2,1,1,1,2,1,1,1,0,0,0,0,0.0748,0,0.0108,0,0,0,0,0,0
116,ENSG00000141433,ADCYAP1,2,1,2,1,1,1,1,0,0,0.0563481225018738,0,0,0.039376,0,0.034,0,0,0.25,0,0.018,0.25
117,ENSG00000078549,ADCYAP1R1,2,1,1,1,2,1,1,0,0,0,0,0,0.0342,0,0,0,0,0.2,0,0,0
118,ENSG00000087274,ADD1,2,1,1,1,0,1,1,0,0,0.0148,0,0,0.0148,0,0,0,0.0680555555555556,0,0,0,0
119,ENSG00000075340,ADD2,1,1,1,1,0,1,1,0,0,0.0212,0,0,0.0156,0,0,0,0.0585,0,0,0,0
120,ENSG00000148700,ADD3,1,1,1,1,0,1,1,0,0,0.0148,0,0,0.0168,0,0,0,0.0585,0,0,0,0
123,ENSG00000147872,PLIN2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
124,ENSG00000187758,ADH1A,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,ENSG00000196616,ADH1B,2,1,1,1,1,1,1,0,0,0,0,0,0.0475666666666667,0,0,0,0,0,0,0,0
126,ENSG00000248144,ADH1C,2,1,1,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
127,ENSG00000198099,ADH4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,ENSG00000197894,ADH5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ENSG00000172955,ADH6,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,ENSG00000196344,ADH7,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,ENSG00000156110,ADK,1,1,1,0,1,1,1,0,0,0.0891,0,0,0.0219444444444444,0,0,0,0,0,0,0,0
133,ENSG00000148926,ADM,2,1,2,0,0,1,0,0,0,0.111405555555556,0,0,0.062328270607231,0,0.0241,0,0,0,0,0.0164,0
134,ENSG00000163485,ADORA1,2,2,2,1,2,1,1,0,0,0.0548,0,0.1,0.0167,0,0,1,0,0,0,0,0
135,ENSG00000128271,ADORA2A,2,2,2,1,2,1,1,0,0,0.0282,0,0.225,0.0476,0,0,1,0.0532,0,0,0,0
136,ENSG00000170425,ADORA2B,1,1,1,1,2,1,1,0,0,0,0,0.225,0,0,0,1,0,0,0,0,0
140,ENSG00000282608,ADORA3,1,1,1,1,2,1,1,0,0,0,0,0.1,0,0,0,1,0,0,0,0.0128,0
141,ENSG00000144843,ADPRH,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,ENSG00000143799,PARP1,1,1,2,1,1,1,1,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0
143,ENSG00000102699,PARP4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,ENSG00000171873,ADRA1D,2,1,2,1,2,1,0,0,1,0,0,1,0.0136,0,0,1,0,0,0,0,0
147,ENSG00000170214,ADRA1B,2,1,2,1,2,1,1,0,1,0,0,1,0.028,0,0,1,0.0288,0,0,0,0
148,ENSG00000120907,ADRA1A,2,0,2,1,2,1,1,0,1,0.028,0,1,0.0144,0,0,1,0.0144,0,0,0,0
150,ENSG00000150594,ADRA2A,2,1,2,0,2,1,1,0,1,0.0649547074829932,0,1,0.0472135249407078,1,0,1,0.107416802176677,0.2,0,0,0
151,ENSG00000274286,ADRA2B,2,1,2,0,2,1,1,0,1,0.0216,0,1,0,1,0,1,0,0,0,0,0
152,ENSG00000184160,ADRA2C,2,1,2,1,2,1,0,0,1,0.0185,0,1,0.0333444444444445,1,0.0144,1,0.0730315555555556,0,0,0,0
153,ENSG00000043591,ADRB1,2,1,2,0,2,1,0,0,0,0.0184,0,1,0.0487647339510337,0,0,1,0,0,0,0,0
154,ENSG00000169252,ADRB2,2,2,2,1,2,1,1,0,0,0.0173,0,1,0.0298388270925887,0,0,1,0,0,0,0.0643486666666667,0
155,ENSG00000188778,ADRB3,2,1,2,0,2,1,1,0,0,0.0454444444444444,0,1,0.0512333333333333,0,0,1,0,0,0,0,0
156,ENSG00000173020,ADRBK1,1,1,1,0,2,1,1,0,0,0,0,0,0.0849111111111111,0,0.0288,0,0,0,0,0,0
157,ENSG00000100077,ADRBK2,2,1,1,1,2,1,1,0,0,0.052,0,0,0.0156,0,0.0596097840136055,0,0,0,0,0,0
158,ENSG00000239900,ADSL,1,2,1,1,1,1,1,0,0,0,0,0,0.0076,0,0,0,0,0,0,0.051760178599539,0
159,ENSG00000035687,ADSS,2,1,1,0,1,1,1,0,0,0.0493,0,0,0,0,0,0,0,0,0,0,0
160,ENSG00000196961,AP2A1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,ENSG00000183020,AP2A2,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,ENSG00000100280,AP1B1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,ENSG00000006125,AP2B1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
164,ENSG00000166747,AP1G1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.265446527777778
165,ENSG00000106624,AEBP1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,ENSG00000104964,AES,0,2,1,1,0,1,0,0,0,0.02,0,0,0.0579830845141855,0,0.03,0,0,0,0,0,0
167,ENSG00000124812,CRISP1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,ENSG00000079557,AFM,1,0,1,0,0,1,1,0,0,0.0188,0,0,0.039833,0,0,0,0,0,0,0,0
174,ENSG00000081051,AFP,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0,0,0,0,0,0,0.016,0
175,ENSG00000038002,AGA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,ENSG00000157766,ACAN,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.012,0,0,0.0432316666666667,0
177,ENSG00000204305,AGER,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,ENSG00000162688,AGL,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,ENSG00000159723,AGRP,2,1,2,0,1,1,0,0,0,0.0434,0,0,0,0,0.0344,0,0,0.2,0,0,0
182,ENSG00000101384,JAG1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281251847852104
183,ENSG00000135744,AGT,2,1,2,1,1,1,1,0,0,0,0,0,0.0458,0,0.0344,0,0,0.2,0,0,0
185,ENSG00000144891,AGTR1,2,1,1,1,2,1,1,0,1,0.038,0,1,0.057085,0,0.0144,0,0,0,0,0,0
186,ENSG00000180772,AGTR2,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328,0
187,ENSG00000134817,APLNR,1,0,1,1,2,1,1,0,0,0,0,0,0.0377833333333333,0,0,0,0.0144,0,0,0,0
189,ENSG00000172482,AGXT,1,1,1,0,1,1,1,0,0,0.0148,0,0,0.180240863219392,0,0,0,0,0,0,0,0
190,ENSG00000169297,NR0B1,1,1,2,0,0,1,1,0,0,0,0,0,0.0156,0,0,0,0.0284,0,0,0.0152,0
191,ENSG00000101444,AHCY,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,ENSG00000106546,AHR,1,1,2,0,0,1,1,0,0,0.0344,0,0,0.0287,0,0.0344,0,0,0,0,0,0
197,ENSG00000145192,AHSG,1,1,1,1,0,1,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0
199,ENSG00000204472,AIF1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0
202,ENSG00000112297,AIM1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,ENSG00000106992,AK1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,ENSG00000004455,AK2,1,1,1,1,1,1,1,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
205,ENSG00000162433,AK4,1,1,2,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
207,ENSG00000142208,AKT1,2,2,2,0,2,1,1,1,0,0.200546748385785,0,0,0.10680583468543,0,0.0652894833572836,0,0,0.2,0,0.0247583333333333,0
208,ENSG00000105221,AKT2,2,1,1,0,2,1,1,0,0,0.0144,0,0,0,0,0.0144,0,0,0,0,0,0
210,ENSG00000148218,ALAD,2,1,1,0,1,1,1,0,0,0,0,0,0.0415901519274376,0,0,0,0,0,0,0,0
211,ENSG00000023330,ALAS1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,ENSG00000158578,ALAS2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,ENSG00000163631,ALB,2,1,1,1,0,1,0,0,0,0.0788613310657596,0,0,0.103714627402268,0,0.0333,0,0.0488,0,0,0.0444,0
214,ENSG00000170017,ALCAM,1,1,2,1,1,1,1,1,0,0,0,0,0.0152,0,0,0,0,0,0,0,0
215,ENSG00000101986,ABCD1,1,1,1,1,1,1,1,0,0,0.02,0,0,0.0401031111111111,0,0.0318,0,0.0235,0,0,0,0
216,ENSG00000165092,ALDH1A1,2,1,1,1,1,1,1,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0
217,ENSG00000111275,ALDH2,2,1,2,1,1,1,1,0,0,0.0593,0,0,0.0515125091332829,0,0.0528948888888889,0,0.0148,0,0,0.0144,0
218,ENSG00000108602,ALDH3A1,2,1,1,0,1,1,1,0,0,0.0144,0,0,0.0168,0,0,0,0,0,0,0,0
219,ENSG00000137124,ALDH1B1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,ENSG00000184254,ALDH1A3,2,1,2,0,1,1,1,0,0,0.0144,0,0,0,0,0,0,0,0.2,0,0.014,0
221,ENSG00000006534,ALDH3B1,2,1,2,0,1,1,1,0,0,0.03985,0,0,0,0,0,0,0,0,0,0,0
222,ENSG00000132746,ALDH3B2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,ENSG00000143149,ALDH9A1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,ENSG00000072210,ALDH3A2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,ENSG00000173208,ABCD2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
226,ENSG00000149925,ALDOA,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,ENSG00000136872,ALDOB,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,ENSG00000109107,ALDOC,0,1,1,1,1,1,1,0,0,0.0237,0,0,0,0,0.004,0,0,0,0,0,0
231,ENSG00000085662,AKR1B1,1,1,2,1,1,1,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0
238,ENSG00000171094,ALK,2,1,2,1,1,1,1,0,0,0.0463333333333334,0,0,0.0209,0,0,0,0,0,0,0,0
239,ENSG00000108839,ALOX12,2,1,1,0,2,1,0,0,0,0.1148,0,0,0,0,0.0284,0,0,0,0,0,0
240,ENSG00000012779,ALOX5,1,1,1,1,2,1,1,0,0,0,0,0,0.0371377747043721,0,0,0,0,0,0,0,0
241,ENSG00000132965,ALOX5AP,2,1,1,0,0,1,1,0,0,0,0,0,0.0212,1,0,0,0,0,0,0,0
242,ENSG00000179477,ALOX12B,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,ENSG00000161905,ALOX15,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,ENSG00000179593,ALOX15B,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,ENSG00000163295,ALPI,1,1,1,0,1,1,1,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0
249,ENSG00000162551,ALPL,1,1,1,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
250,ENSG00000163283,ALPP,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,ENSG00000163286,ALPPL2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,ENSG00000156150,ALX3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,ENSG00000178522,AMBN,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,ENSG00000106927,AMBP,1,1,1,0,0,1,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
262,ENSG00000123505,AMD1,1,1,1,0,1,1,1,0,0,0,0,0,0.034020485260771,0,0,0,0.0208,0,0,0.016,0
265,ENSG00000125363,AMELX,1,0,1,0,0,1,1,0,0,0.0757083333333333,0,0,0.0290504444444444,0,0,0,0,0,0,0,0
266,ENSG00000099721,AMELY,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,ENSG00000159461,AMFR,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,ENSG00000104899,AMH,1,1,1,1,1,1,1,0,0,0.0116,0,0,0.123113095238095,0,0,0,0,0,0,0.0172,0
269,ENSG00000135409,AMHR2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,ENSG00000116748,AMPD1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0444,0
271,ENSG00000116337,AMPD2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,ENSG00000133805,AMPD3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,ENSG00000078053,AMPH,2,1,2,1,1,1,1,0,0,0.035068613743495,0,0,0.0316775000629882,0,0.0405271910646208,0,0.111852462764487,0,0,0,0
274,ENSG00000136717,BIN1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,ENSG00000145020,AMT,2,1,1,1,1,1,0,0,0,0.022,0,0,0.106552899561696,0,0,0,0,0,0,0.016,0
276,ENSG00000237763,AMY1A,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,ENSG00000174876,AMY1B,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,ENSG00000187733,AMY1C,0,1,1,0,1,1,1,0,0,0.0403271111111111,0,0,0.051496362248328,0,0.0208,0,0,0,0,0,0
279,ENSG00000243480,AMY2A,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,ENSG00000240038,AMY2B,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,ENSG00000214274,ANG,1,1,1,0,0,1,0,0,0,0.0172,0,0,0.0780571006421282,0,0,0,0,0,0,0,0
284,ENSG00000154188,ANGPT1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,ENSG00000091879,ANGPT2,1,1,1,1,1,1,1,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0
286,ENSG00000029534,ANK1,1,1,1,1,1,1,1,1,0,0,0,0,0.0148,0,0,0,0,0,0,0,0
287,ENSG00000145362,ANK2,2,1,1,1,1,1,1,0,0,0.014,0,0,0,0,0,0,0.014,0,0,0.0261,0
288,ENSG00000151150,ANK3,2,1,2,1,1,1,1,0,0,0.210654177224585,0,0,0.0391704444444444,0,0.108857412392211,0,0.0236,0,0,0.0363222222222222,0
290,ENSG00000166825,ANPEP,2,1,1,0,1,1,1,0,0,0.2038,0,0,0.0418888888888889,0,0.0238,0,0,0,0,0.0148,0
291,ENSG00000151729,SLC25A4,1,1,1,1,1,1,1,0,0,0.0152,0,0,0.018,0,0.0547,0,0,0,0,0,0
292,ENSG00000005022,SLC25A5,0,2,1,0,1,1,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0
301,ENSG00000135046,ANXA1,1,1,1,0,0,1,1,0,0,0,0,0,0.0184,0,0,0,0,0,0,0.0256,0
302,ENSG00000182718,ANXA2,1,1,1,1,0,1,1,0,0,0.0192,0,0,0.0435555555555556,0,0,0,0,0,0,0,0
306,ENSG00000138772,ANXA3,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,ENSG00000196975,ANXA4,1,1,1,1,0,1,1,0,0,0,0,0,0.0261,0,0,0,0,0,0,0,0
308,ENSG00000164111,ANXA5,1,1,1,0,0,1,1,0,0,0.0422166666666667,0,0,0.0212,0,0,0,0,0,0,0,0
309,ENSG00000197043,ANXA6,1,1,1,1,0,1,1,0,0,0.0276,0,0,0.018,0,0,0,0,0,0,0,0
310,ENSG00000138279,ANXA7,1,1,1,1,0,1,1,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0
311,ENSG00000122359,ANXA11,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,ENSG00000104537,ANXA13,1,1,1,0,0,1,1,0,0,0.0072,0,0,0.0413527777777778,0,0,0,0,0,0,0,0
313,ENSG00000136250,AOAH,1,0,1,0,0,1,1,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
314,ENSG00000131480,AOC2,0,1,1,0,1,1,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
316,ENSG00000138356,AOX1,1,1,1,0,1,1,1,1,0,0,0,0,0.014,0,0,0,0,0,0,0,0
317,ENSG00000120868,APAF1,2,1,2,1,1,1,1,0,0,0,0,0,0.02865,0,0,0,0,0.2,0,0,0
